member_name,member_start_date,member_end_date,political_party,administrative_region,gender
παντελακη αντωνιου ελπιδα,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,α' πειραιως,female
παντελακη αντωνιου ελπιδα,2007-09-16,2008-05-23,κομμουνιστικο κομμα ελλαδας,α' πειραιως,female
παντελακη αντωνιου ελπιδα,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,α' πειραιως,female
παντερμαλης στεφανου δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
αρβανιτης-αβραμης κωνσταντινου μιχαηλ,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,αχαιας,male
αρβανιτης-αβραμης κωνσταντινου μιχαηλ,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,αχαιας,male
αρβανιτης-αβραμης κωνσταντινου μιχαηλ,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,αχαιας,male
παντζας σπυριδωνος-αριστοτελη γεωργιος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αττικης,male
παντζας σπυριδωνος-αριστοτελη γεωργιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αττικης,male
παντζας σπυριδωνος-αριστοτελη γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αττικης,male
παντουλας χρηστου μιχαηλ,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων,male
παντουλας χρηστου μιχαηλ,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων,male
παντουλας χρηστου μιχαηλ,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων,male
παπαβασιλειου κωνσταντινου δημητριος,1994-12-31,1995-12-13,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
παπαγεωργιου ανδρεα αθανασιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,πιεριας,male
παπαγεωργιου ανδρεα αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,πιεριας,male
παπαγεωργιου ιωαννη γεωργιος,1989-06-18,1989-10-12,νεα δημοκρατια,αρτας,male
παπαγεωργιου ιωαννη γεωργιος,1989-11-05,1990-03-12,νεα δημοκρατια,αρτας,male
παπαγεωργιου ιωαννη γεωργιος,1990-04-08,1993-09-11,νεα δημοκρατια,αρτας,male
παπαγεωργιου ιωαννη γεωργιος,2004-03-07,2007-08-18,νεα δημοκρατια,αρτας,male
παπαγεωργιου ιωαννη γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,αρτας,male
παπαγεωργιου ιωαννη γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male
παπαγεωργιου ιωαννη γεωργιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male
παπαγεωργιου ιωαννη γεωργιος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male
παπαγεωργιου νικολαου ιωαννης,1990-04-08,1993-09-11,νεα δημοκρατια,μαγνησιας,male
παπαγεωργοπουλος κωνσταντινου παναγιωτης (τακης),1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male
αρβανιτης νικολαου φωτιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,φωκιδας,male
αρβανιτης νικολαου φωτιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,φωκιδας,male
αρβανιτης νικολαου φωτιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,φωκιδας,male
αρβανιτης νικολαου φωτιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,φωκιδας,male
παπαγεωργοπουλος νικητα βασιλειος,1989-01-01,1989-06-02,νεα δημοκρατια,α' θεσσαλονικης,male
παπαγεωργοπουλος νικητα βασιλειος,1989-06-18,1989-10-12,νεα δημοκρατια,α' θεσσαλονικης,male
παπαγεωργοπουλος νικητα βασιλειος,1989-11-05,1990-03-12,νεα δημοκρατια,α' θεσσαλονικης,male
παπαγεωργοπουλος νικητα βασιλειος,1990-04-08,1993-09-11,νεα δημοκρατια,α' θεσσαλονικης,male
παπαγεωργοπουλος νικητα βασιλειος,1993-10-10,1996-08-24,νεα δημοκρατια,α' θεσσαλονικης,male
παπαγεωργοπουλος νικητα βασιλειος,1996-09-22,1998-12-21,νεα δημοκρατια,α' θεσσαλονικης,male
παπαγεωργοπουλος νικολαου ελευθεριος,1989-06-18,1989-10-12,νεα δημοκρατια,ευβοιας,male
παπαγεωργοπουλος νικολαου ελευθεριος,1989-11-05,1990-03-12,νεα δημοκρατια,ευβοιας,male
παπαγεωργοπουλος νικολαου ελευθεριος,1990-04-08,1993-09-11,νεα δημοκρατια,ευβοιας,male
παπαγεωργοπουλος νικολαου ελευθεριος,1993-10-10,1996-08-24,νεα δημοκρατια,ευβοιας,male
παπαγεωργοπουλος νικολαου ελευθεριος,1996-09-22,2000-03-14,νεα δημοκρατια,ευβοιας,male
παπαγεωργοπουλος νικολαου ελευθεριος,2000-04-09,2004-02-11,νεα δημοκρατια,ευβοιας,male
παπαγιαννακης ελευθεριου μιχαηλ,2007-09-16,2009-05-26,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
παπαγιαννης κανελλου μιχαηλ,1989-01-01,1989-06-02,νεα δημοκρατια,αττικης(υπολοιπο),male
παπαγιαννης κανελλου μιχαηλ,1989-11-05,1990-03-12,νεα δημοκρατια,αττικης(υπολοιπο),male
παπαγιαννης ξενοφωντος βασιλειος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,ημαθιας,male
παπαδακης γεωργιου νικολαος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
παπαδακης γεωργιου νικολαος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
παπαδακης γεωργιου νικολαος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης,male
παπαδατος διονυσιου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,male
αρβανιτιδης πετρου γεωργιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
αρβανιτιδης πετρου γεωργιος,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
αρβανιτιδης πετρου γεωργιος,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),β' θεσσαλονικης,male
αρβανιτιδης πετρου γεωργιος,2019-07-07,2020-07-25,κινημα αλλαγης,β' θεσσαλονικης,male
παπαδελλης γεωργιου φραγκλινος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,λεσβου,male
παπαδελλης γεωργιου φραγκλινος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,λεσβου,male
παπαδελλης γεωργιου φραγκλινος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λεσβου,male
παπαδημας ηλια λαμπρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
παπαδημας ηλια λαμπρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
παπαδημας ηλια λαμπρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
παπαδημας ηλια λαμπρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
παπαδηματος παναγιωτη νικολαος,2007-09-16,2009-09-07,νεα δημοκρατια,αχαιας,male
παπαδημητριου αθανασιου χαραλαμπος (μπαμπης),2019-07-07,2020-07-25,νεα δημοκρατια,β3' νοτιου τομεα αθηνων,male
παπαδημητριου αλεξανδρου γεωργιος,2007-09-16,2009-02-16,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male
παπαδημητριου δημητριου γεωργιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
παπαδημητριου δημητριου ελισαβετ (ελσα),1993-10-10,1996-08-24,νεα δημοκρατια,αργολιδος,female
παπαδημητριου δημητριου ελισαβετ (ελσα),1996-09-22,2000-03-14,νεα δημοκρατια,αργολιδος,female
παπαδημητριου δημητριου ελισαβετ (ελσα),2000-04-09,2004-02-11,νεα δημοκρατια,αργολιδος,female
παπαδημητριου δημητριου ελισαβετ (ελσα),2004-03-07,2007-08-18,νεα δημοκρατια,αργολιδος,female
παπαδημητριου δημητριου ελισαβετ (ελσα),2007-09-16,2009-09-07,νεα δημοκρατια,αργολιδος,female
παπαδημητριου δημητριου ελισαβετ (ελσα),2011-06-29,2012-04-11,ανεξαρτητοι (εκτος κομματος),αργολιδος,female
παπαδημητριου δημητριου ελισαβετ (ελσα),2009-10-04,2011-06-28,νεα δημοκρατια,αργολιδος,female
